,Pmid,Sentences,PHENOTYPE,COMPOUND,Has Match,Cause Match,Effect Match,Verb Match
2020,35587103,"The obtained result showed that zoledronic acid inhibited cell viability (IC50 values were determined as 273.16  by MTT) and cell proliferation in a concentration-dependent manner, induced ROS production, caused glutathione depletion, and increased oxidative stress index and endoplasmic reticulum (ER) stress, indicating severe cellular stress.","['cell viability', 'cell proliferation', 'increased oxidative stress index and endoplasmic reticulum (ER) stress', 'severe cellular stress']","['zoledronic acid', 'glutathione']",True,Glutathione,Severe Cellular Stress,inhibited
2021,35220219,"  BACKGROUND/AIM: Zoledronic acid (ZA) treatment of in vitro cultured osteoblasts (OB) results in reduction in viability, proliferation and differentiation.","['viability', 'proliferation and differentiation']","['Zoledronic acid', 'ZA']",True,Zoledronic Acid,Viability,results
2022,35220219,"  BACKGROUND/AIM: Zoledronic acid (ZA) treatment of in vitro cultured osteoblasts (OB) results in reduction in viability, proliferation and differentiation.","['viability', 'proliferation and differentiation']","['Zoledronic acid', 'ZA']",True,Zoledronic Acid,Proliferation And Differentiation,results
2023,34884630,"Therefore, the objectives of this study were to evaluate whether cyclophosphamide/zoledronate (CY/ZA) induces necrosis of the bone surrounding the tooth extraction socket, and to examine the therapeutic potential of BMP-2 in combination with the hard osteoinductive biomaterial, β-tricalcium phosphate (β-TCP), in the prevention and treatment of alveolar bone loss around the tooth extraction socket in MRONJ-like mice models.","['necrosis of the bone surrounding the tooth extraction socket', 'alveolar bone loss']","['cyclophosphamide/zoledronate', 'β-tricalcium phosphate']",True,Cyclophosphamide/Zoledronate,Necrosis Of The Bone Surrounding The Tooth Extraction Socket,induces
2024,34085118,"However, the increase in usage of zoledronic acid has produced rare reports of side effects, such as atrial fibrillation, atypical fracture, delayed fracture healing, osteonecrosis of the jaw, or buccal or genital mucosa.","['atypical fracture', 'delayed fracture healing', 'osteonecrosis of the jaw', 'buccal or genital mucosa']",['zoledronic acid'],True,Zoledronic Acid,Atypical Fracture,produced
2025,34085118,"However, the increase in usage of zoledronic acid has produced rare reports of side effects, such as atrial fibrillation, atypical fracture, delayed fracture healing, osteonecrosis of the jaw, or buccal or genital mucosa.","['atypical fracture', 'delayed fracture healing', 'osteonecrosis of the jaw', 'buccal or genital mucosa']",['zoledronic acid'],True,Zoledronic Acid,Delayed Fracture Healing,produced
2026,34085118,"However, the increase in usage of zoledronic acid has produced rare reports of side effects, such as atrial fibrillation, atypical fracture, delayed fracture healing, osteonecrosis of the jaw, or buccal or genital mucosa.","['atypical fracture', 'delayed fracture healing', 'osteonecrosis of the jaw', 'buccal or genital mucosa']",['zoledronic acid'],True,Zoledronic Acid,Osteonecrosis Of The Jaw,produced
2027,34085118,"However, the increase in usage of zoledronic acid has produced rare reports of side effects, such as atrial fibrillation, atypical fracture, delayed fracture healing, osteonecrosis of the jaw, or buccal or genital mucosa.","['atypical fracture', 'delayed fracture healing', 'osteonecrosis of the jaw', 'buccal or genital mucosa']",['zoledronic acid'],True,Zoledronic Acid,Buccal Or Genital Mucosa,produced
2028,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Bisphosphonate,Nephropathy,induces
2029,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Bisphosphonate,Tubular Toxicity,induces
2030,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Zoledronate,Nephropathy,induces
2031,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Zoledronate,Tubular Toxicity,induces
2032,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Pamidronate,Nephropathy,induces
2033,33595131,"When bisphosphonate nephropathy occurs, zoledronate more frequently induces tubular toxicity whereas pamidronate typically induces focal segmental glomerulosclerosis.","['nephropathy', 'tubular toxicity']","['bisphosphonate', 'zoledronate', 'pamidronate']",True,Pamidronate,Tubular Toxicity,induces
2034,33559705,Zoledronic acid treatment was associated with a reduction in blood glucose and atherogenic lipids in patients with metabolic bone disorders.,"['reduction in blood glucose', 'metabolic bone disorders']",['Zoledronic acid'],True,Zoledronic Acid,Reduction In Blood Glucose,associated
2035,33559705,Zoledronic acid treatment was associated with a reduction in blood glucose and atherogenic lipids in patients with metabolic bone disorders.,"['reduction in blood glucose', 'metabolic bone disorders']",['Zoledronic acid'],True,Zoledronic Acid,Metabolic Bone Disorders,associated
2036,33404170,"At concentrations below cytotoxicity  threshold, IPeDP and IHDP possessed strong abilities of antiosteoclast formation, antibone absorption, and inducing osteoclast apoptosis, which were similar to ZOL and more powerful than IPrDP and IBDP.","['antiosteoclast formation', 'osteoclast apoptosis']",['ZOL'],True,Zol,Osteoclast Apoptosis,inducing
2037,33131052,"While zoledronate induced mRNA expressions of tumour necrosis factor-α (TNF-α), interleukin (IL)-1β, IL-6 and interferon-γ (IFN-γ) in PBMC, depletion of γδ T cells abolished that zoledronate-induced expression of those cytokines, indicating the necessity  of γδ T cells for expression induction by zoledronate.","['interleukin (IL)-1β, IL-6 and interferon-γ (IFN-γ) in PBMC', 'depletion of γδ T cells', 'expression induction']","['zoledronate', 'zoledronate']",True,Zoledronate,"Interleukin (Il)-1Β, Il-6 And Interferon-Γ",induced
2038,33131052,"While zoledronate induced mRNA expressions of tumour necrosis factor-α (TNF-α), interleukin (IL)-1β, IL-6 and interferon-γ (IFN-γ) in PBMC, depletion of γδ T cells abolished that zoledronate-induced expression of those cytokines, indicating the necessity  of γδ T cells for expression induction by zoledronate.","['interleukin (IL)-1β, IL-6 and interferon-γ (IFN-γ) in PBMC', 'depletion of γδ T cells', 'expression induction']","['zoledronate', 'zoledronate']",True,Zoledronate,Depletion Of Γδ T Cells,induced
2039,32964403,"In addition, denosumab resulted in a  higher incidence of hypocalcemia and osteonecrosis of the jaw (ONJ), and a lower  incidence of renal toxicity and acute phase reactions, in comparison to ZA.","['higher incidence of hypocalcemia', 'osteonecrosis of the jaw', 'renal toxicity']",['ZA'],True,Za,Higher Incidence Of Hypocalcemia,resulted
2040,32964403,"In addition, denosumab resulted in a  higher incidence of hypocalcemia and osteonecrosis of the jaw (ONJ), and a lower  incidence of renal toxicity and acute phase reactions, in comparison to ZA.","['higher incidence of hypocalcemia', 'osteonecrosis of the jaw', 'renal toxicity']",['ZA'],True,Za,Osteonecrosis Of The Jaw,resulted
2041,32964403,"In addition, denosumab resulted in a  higher incidence of hypocalcemia and osteonecrosis of the jaw (ONJ), and a lower  incidence of renal toxicity and acute phase reactions, in comparison to ZA.","['higher incidence of hypocalcemia', 'osteonecrosis of the jaw', 'renal toxicity']",['ZA'],True,Za,Renal Toxicity,resulted
2042,32155954,"  The ATP Binding Cassette transporter B1 (ABCB1) induces chemoresistance in osteosarcoma, because it effluxes doxorubicin, reducing the intracellular accumulation, toxicity, and immunogenic cell death induced by the drug.","['chemoresistance in osteosarcoma', 'immunogenic cell death']",['doxorubicin'],True,Doxorubicin,Chemoresistance In Osteosarcoma,induces
2043,32155954,"  The ATP Binding Cassette transporter B1 (ABCB1) induces chemoresistance in osteosarcoma, because it effluxes doxorubicin, reducing the intracellular accumulation, toxicity, and immunogenic cell death induced by the drug.","['chemoresistance in osteosarcoma', 'immunogenic cell death']",['doxorubicin'],True,Doxorubicin,Immunogenic Cell Death,induces
2044,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Increases In Serum Il-1Β,increased
2045,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Delayed Slight Tnf-Α Augmentation,increased
2046,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Increases In Serum Il-1Β,increased
2047,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Delayed Slight Tnf-Α Augmentation,increased
2048,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Increases In Serum Il-1Β,increased
2049,31155589,"In systemic experiments using  intraperitoneal injection of zoledronate and/or LPS, (i) zoledronate by itself increased none of the above cytokines in serum, and (ii) in mice pretreated (3 d  before) with zoledronate, the LPS-induced increases in serum IL-1β and IL-18 were greatly augmented with a delayed slight TNF-α augmentation.","['increases in serum IL-1β', 'delayed slight TNF-α augmentation']","['zoledronate', 'zoledronate', 'zoledronate']",True,Zoledronate,Delayed Slight Tnf-Α Augmentation,increased
2050,28871336,"However, zoledronate induces significant nephrotoxicity associated with acute tubular necrosis and renal fibrosis when administered intravenously.","['acute tubular necrosis', 'renal fibrosis']",['zoledronate'],True,Zoledronate,Acute Tubular Necrosis,induces
2051,28871336,"However, zoledronate induces significant nephrotoxicity associated with acute tubular necrosis and renal fibrosis when administered intravenously.","['acute tubular necrosis', 'renal fibrosis']",['zoledronate'],True,Zoledronate,Renal Fibrosis,induces
2052,28871336,"Zoledronate treatments in cells (50 μM) and mice (3 mg/kg) increased TGFβ/Smad3 pathway activation to induce fibrosis and kidney injury, and specifically elevated lipid accumulation and expression of fibrotic proteins.","['fibrosis', 'kidney injury', 'lipid accumulation', 'expression of fibrotic proteins']",['Zoledronate'],True,Zoledronate,Fibrosis,increased
2053,28871336,"Zoledronate treatments in cells (50 μM) and mice (3 mg/kg) increased TGFβ/Smad3 pathway activation to induce fibrosis and kidney injury, and specifically elevated lipid accumulation and expression of fibrotic proteins.","['fibrosis', 'kidney injury', 'lipid accumulation', 'expression of fibrotic proteins']",['Zoledronate'],True,Zoledronate,Kidney Injury,increased
2054,28871336,"Zoledronate treatments in cells (50 μM) and mice (3 mg/kg) increased TGFβ/Smad3 pathway activation to induce fibrosis and kidney injury, and specifically elevated lipid accumulation and expression of fibrotic proteins.","['fibrosis', 'kidney injury', 'lipid accumulation', 'expression of fibrotic proteins']",['Zoledronate'],True,Zoledronate,Lipid Accumulation,increased
2055,28871336,"Zoledronate treatments in cells (50 μM) and mice (3 mg/kg) increased TGFβ/Smad3 pathway activation to induce fibrosis and kidney injury, and specifically elevated lipid accumulation and expression of fibrotic proteins.","['fibrosis', 'kidney injury', 'lipid accumulation', 'expression of fibrotic proteins']",['Zoledronate'],True,Zoledronate,Expression Of Fibrotic Proteins,increased
2056,28694026,"Both L-ALD and L-ZOL led to increased spleen weight, leucocytosis, neutrophilia and lymphocytopenia in mice after intravenous injection.","['increased spleen weight', 'leucocytosis', 'neutrophilia', 'lymphocytopenia']",['L-ZOL'],True,L-Zol,Increased Spleen Weight,led
2057,28694026,"Both L-ALD and L-ZOL led to increased spleen weight, leucocytosis, neutrophilia and lymphocytopenia in mice after intravenous injection.","['increased spleen weight', 'leucocytosis', 'neutrophilia', 'lymphocytopenia']",['L-ZOL'],True,L-Zol,Leucocytosis,led
2058,28694026,"Both L-ALD and L-ZOL led to increased spleen weight, leucocytosis, neutrophilia and lymphocytopenia in mice after intravenous injection.","['increased spleen weight', 'leucocytosis', 'neutrophilia', 'lymphocytopenia']",['L-ZOL'],True,L-Zol,Neutrophilia,led
2059,28694026,"Both L-ALD and L-ZOL led to increased spleen weight, leucocytosis, neutrophilia and lymphocytopenia in mice after intravenous injection.","['increased spleen weight', 'leucocytosis', 'neutrophilia', 'lymphocytopenia']",['L-ZOL'],True,L-Zol,Lymphocytopenia,led
2060,28688625,  INTRODUCTION: Bisphosphonates may rarely cause ocular adverse effects and retrobulbar optic neuropathy (RON) secondary to zoledronic acid is very rare.,"['ocular adverse effects', 'optic neuropathy']",['zoledronic acid'],True,Zoledronic Acid,Ocular Adverse Effects,cause
2061,28688625,  INTRODUCTION: Bisphosphonates may rarely cause ocular adverse effects and retrobulbar optic neuropathy (RON) secondary to zoledronic acid is very rare.,"['ocular adverse effects', 'optic neuropathy']",['zoledronic acid'],True,Zoledronic Acid,Optic Neuropathy,cause
2062,28300835,Both zoledronate and DGBP inhibited proliferation with DGBP doing so more potently.,"['DGBP', 'proliferation with DGBP']",['zoledronate'],True,Zoledronate,Dgbp,inhibited
2063,28300835,Both zoledronate and DGBP inhibited proliferation with DGBP doing so more potently.,"['DGBP', 'proliferation with DGBP']",['zoledronate'],True,Zoledronate,Proliferation With Dgbp,inhibited
2064,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Nevirapine,Increased The Risk Of K65R,increased
2065,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Nevirapine,Increased The Risk Of K65R,increased
2066,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Nevirapine,Increased The Risk Of K65R,increased
2067,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Nevirapine,Increased The Risk Of K65R,increased
2068,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Efavirenz,Increased The Risk Of K65R,increased
2069,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Efavirenz,Increased The Risk Of K65R,increased
2070,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Zidovudine,Increased The Risk Of K65R,increased
2071,23687292," Nevirapine increased the risk of TAMs, K65R, and Q151M. Longer therapy increased  the risk of TAMs and Q151M but not K65R. Subtype C and CRF01_AE increased the risk of K65R, but only CRF01_AE increased the risk of K65R without Q151M. CONCLUSIONS: Regardless of concomitant nevirapine vs. efavirenz, therapy duration, or subtype, tenofovir was more likely than zidovudine to retain antiviral activity following first-line d4T therapy.","['increased the risk of K65R', 'increased the risk of K65R']","['Nevirapine', 'nevirapine', 'efavirenz', 'zidovudine']",True,Zidovudine,Increased The Risk Of K65R,increased
2072,23147731,"This inhibition was associated with accumulation of dysfunctional mitochondria, increased reactive oxygen species (ROS) production, increased apoptosis, decreased proliferation, and impaired adipogenic conversion.","['accumulation of dysfunctional mitochondria', 'increased apoptosis', 'decreased proliferation', 'impaired adipogenic conversion']",['oxygen'],True,Oxygen,Accumulation Of Dysfunctional Mitochondria,associated
2073,23147731,"This inhibition was associated with accumulation of dysfunctional mitochondria, increased reactive oxygen species (ROS) production, increased apoptosis, decreased proliferation, and impaired adipogenic conversion.","['accumulation of dysfunctional mitochondria', 'increased apoptosis', 'decreased proliferation', 'impaired adipogenic conversion']",['oxygen'],True,Oxygen,Increased Apoptosis,associated
2074,23147731,"This inhibition was associated with accumulation of dysfunctional mitochondria, increased reactive oxygen species (ROS) production, increased apoptosis, decreased proliferation, and impaired adipogenic conversion.","['accumulation of dysfunctional mitochondria', 'increased apoptosis', 'decreased proliferation', 'impaired adipogenic conversion']",['oxygen'],True,Oxygen,Decreased Proliferation,associated
2075,23147731,"This inhibition was associated with accumulation of dysfunctional mitochondria, increased reactive oxygen species (ROS) production, increased apoptosis, decreased proliferation, and impaired adipogenic conversion.","['accumulation of dysfunctional mitochondria', 'increased apoptosis', 'decreased proliferation', 'impaired adipogenic conversion']",['oxygen'],True,Oxygen,Impaired Adipogenic Conversion,associated
2076,22574621,"As pre-existing damage may increase the risk of neuropathy following antiretroviral (ARV) therapy, particularly when the regimen contains stavudine (d4T), we assessed the relationship between ENFD and various parameters including mitochondrial factors in HIV-infected Thai individuals naïve to ARV therapy.","['neuropathy', 'ENFD']",['stavudine'],True,Stavudine,Neuropathy,increase
2077,22574621,"As pre-existing damage may increase the risk of neuropathy following antiretroviral (ARV) therapy, particularly when the regimen contains stavudine (d4T), we assessed the relationship between ENFD and various parameters including mitochondrial factors in HIV-infected Thai individuals naïve to ARV therapy.","['neuropathy', 'ENFD']",['stavudine'],True,Stavudine,Enfd,increase
2078,20377473,"As a consequence, NRTIs could cause genomic instability and loss of heterozygosity.","['genomic instability', 'loss of heterozygosity']",['NRTIs'],True,Nrtis,Genomic Instability,cause
2079,20377473,"As a consequence, NRTIs could cause genomic instability and loss of heterozygosity.","['genomic instability', 'loss of heterozygosity']",['NRTIs'],True,Nrtis,Loss Of Heterozygosity,cause
2080,20168207,"As d4T increased reactive oxygen species (ROS) intracellular content,  we measured LON in presence of deoxyribose, which causes oxidative stress but not mtDNA depletion, and observed LON upregulation.","['oxidative stress', 'upregulation']",['oxygen'],True,Oxygen,Oxidative Stress,increased
2081,20168207,"As d4T increased reactive oxygen species (ROS) intracellular content,  we measured LON in presence of deoxyribose, which causes oxidative stress but not mtDNA depletion, and observed LON upregulation.","['oxidative stress', 'upregulation']",['oxygen'],True,Oxygen,Upregulation,increased
2082,18018766,"ddl and d4T induced a time- and dose-dependent loss of mtDNA and COXII, decreased cell growth and increased levels of lactate and intracellular lipids.","['decreased cell growth', 'increased levels of lactate and intracellular lipids']",['ddl'],True,Ddl,Decreased Cell Growth,induced
2083,18018766,"ddl and d4T induced a time- and dose-dependent loss of mtDNA and COXII, decreased cell growth and increased levels of lactate and intracellular lipids.","['decreased cell growth', 'increased levels of lactate and intracellular lipids']",['ddl'],True,Ddl,Increased Levels Of Lactate And Intracellular Lipids,induced
2084,17467756," Being female, d4T-based ART, baseline body mass index >or=25 kg/m(2) or baseline  CD4 count >or=150 cells/microl and increasing duration of ART were all significantly associated with lipoatrophy.","['body mass index', 'increasing duration', 'lipoatrophy']",['or=25 kg/m(2'],True,Or=25 Kg/M(2,Body Mass Index,associated
2085,17467756," Being female, d4T-based ART, baseline body mass index >or=25 kg/m(2) or baseline  CD4 count >or=150 cells/microl and increasing duration of ART were all significantly associated with lipoatrophy.","['body mass index', 'increasing duration', 'lipoatrophy']",['or=25 kg/m(2'],True,Or=25 Kg/M(2,Increasing Duration,associated
2086,17467756," Being female, d4T-based ART, baseline body mass index >or=25 kg/m(2) or baseline  CD4 count >or=150 cells/microl and increasing duration of ART were all significantly associated with lipoatrophy.","['body mass index', 'increasing duration', 'lipoatrophy']",['or=25 kg/m(2'],True,Or=25 Kg/M(2,Lipoatrophy,associated
2087,36183427,  Cadmium induces liver dysfunction and ferroptosis through the endoplasmic stress-ferritinophagy axis.,"['liver dysfunction', 'ferroptosis']",['Cadmium'],True,Cadmium,Liver Dysfunction,induces
2088,36183427,  Cadmium induces liver dysfunction and ferroptosis through the endoplasmic stress-ferritinophagy axis.,"['liver dysfunction', 'ferroptosis']",['Cadmium'],True,Cadmium,Ferroptosis,induces
2089,36055045,"In conclusion, it is suggested that Cd causes damage to  the folliculogenesis of mammalians, which results in the decline in the number and quality of ovulated oocytes and the failure in the fertilization.","['damage', 'failure in the fertilization']",['Cd'],True,Cd,Failure In The Fertilization,causes
2090,36036252," CONCLUSION: In conclusion, cadmium not only negatively effect on viability and plasma membrane, but also induces caspase-dependent apoptosis in human lymphocytes.","['viability', 'apoptosis']",['cadmium'],True,Cadmium,Viability,induces
2091,36036252," CONCLUSION: In conclusion, cadmium not only negatively effect on viability and plasma membrane, but also induces caspase-dependent apoptosis in human lymphocytes.","['viability', 'apoptosis']",['cadmium'],True,Cadmium,Apoptosis,induces
2092,35908533,"Our results showed that maternal Cd exposure from puberty to lactation induced vaginal opening delay, and disturbed estrous cycle in the offspring on postnatal day (PND) 21, without affecting the body weight at vaginal opening.","['vaginal opening delay', 'disturbed estrous cycle', 'body weight']",['Cd exposure'],True,Cd Exposure,Vaginal Opening Delay,induced
2093,35908533,"Our results showed that maternal Cd exposure from puberty to lactation induced vaginal opening delay, and disturbed estrous cycle in the offspring on postnatal day (PND) 21, without affecting the body weight at vaginal opening.","['vaginal opening delay', 'disturbed estrous cycle', 'body weight']",['Cd exposure'],True,Cd Exposure,Disturbed Estrous Cycle,induced
2094,35908533,"Our results showed that maternal Cd exposure from puberty to lactation induced vaginal opening delay, and disturbed estrous cycle in the offspring on postnatal day (PND) 21, without affecting the body weight at vaginal opening.","['vaginal opening delay', 'disturbed estrous cycle', 'body weight']",['Cd exposure'],True,Cd Exposure,Body Weight,induced
2095,35908533,"Taken together, despite the lack of attention to estrous cycle at termination, maternal Cd exposure from puberty to lactation induced the adverse effects on reproductive development of female offspring, including the delay of vaginal opening, irregular estrous cycle and inhibition of follicular development, via disturbing  the mRNA level of genes associated with follicular development and steroidogenesis.","['delay of vaginal opening', 'steroidogenesis']",['Cd exposure'],True,Cd Exposure,Delay Of Vaginal Opening,induced
2096,35908533,"Taken together, despite the lack of attention to estrous cycle at termination, maternal Cd exposure from puberty to lactation induced the adverse effects on reproductive development of female offspring, including the delay of vaginal opening, irregular estrous cycle and inhibition of follicular development, via disturbing  the mRNA level of genes associated with follicular development and steroidogenesis.","['delay of vaginal opening', 'steroidogenesis']",['Cd exposure'],True,Cd Exposure,Steroidogenesis,induced
2097,33744374,"Either intraperitoneal or intrathecal administration of the ACE inhibitors, captopril and enalapril for 10 days significantly increased the paw withdrawal frequency to innocuous mechanical stimuli and the levels of SP in both the lumbar DRG and the SDH region of the spinal cord dorsal horn.","['paw withdrawal', 'spinal cord dorsal horn']","['captopril', 'enalapril']",True,Captopril,Paw Withdrawal,increased
2098,33744374,"Either intraperitoneal or intrathecal administration of the ACE inhibitors, captopril and enalapril for 10 days significantly increased the paw withdrawal frequency to innocuous mechanical stimuli and the levels of SP in both the lumbar DRG and the SDH region of the spinal cord dorsal horn.","['paw withdrawal', 'spinal cord dorsal horn']","['captopril', 'enalapril']",True,Captopril,Spinal Cord Dorsal Horn,increased
2099,33744374,"Either intraperitoneal or intrathecal administration of the ACE inhibitors, captopril and enalapril for 10 days significantly increased the paw withdrawal frequency to innocuous mechanical stimuli and the levels of SP in both the lumbar DRG and the SDH region of the spinal cord dorsal horn.","['paw withdrawal', 'spinal cord dorsal horn']","['captopril', 'enalapril']",True,Enalapril,Paw Withdrawal,increased
2100,33744374,"Either intraperitoneal or intrathecal administration of the ACE inhibitors, captopril and enalapril for 10 days significantly increased the paw withdrawal frequency to innocuous mechanical stimuli and the levels of SP in both the lumbar DRG and the SDH region of the spinal cord dorsal horn.","['paw withdrawal', 'spinal cord dorsal horn']","['captopril', 'enalapril']",True,Enalapril,Spinal Cord Dorsal Horn,increased
2101,33476653,Substance P and bradykinin caused overt nociception and increased mechanical allodynia in animals treated with reserpine.,"['overt nociception', 'increased mechanical allodynia']","['bradykinin', 'reserpine']",True,Bradykinin,Overt Nociception,caused
2102,33476653,Substance P and bradykinin caused overt nociception and increased mechanical allodynia in animals treated with reserpine.,"['overt nociception', 'increased mechanical allodynia']","['bradykinin', 'reserpine']",True,Bradykinin,Increased Mechanical Allodynia,caused
2103,33476653,Substance P and bradykinin caused overt nociception and increased mechanical allodynia in animals treated with reserpine.,"['overt nociception', 'increased mechanical allodynia']","['bradykinin', 'reserpine']",True,Reserpine,Overt Nociception,caused
2104,33476653,Substance P and bradykinin caused overt nociception and increased mechanical allodynia in animals treated with reserpine.,"['overt nociception', 'increased mechanical allodynia']","['bradykinin', 'reserpine']",True,Reserpine,Increased Mechanical Allodynia,caused
